start,end,activity,time_of_the_day,BedPressureBedroom_1,BasinPIRBathroom_3,ToiletFlushBathroom_4,ShowerPIRBathroom_5,FridgeMagneticKitchen_6,CupboardMagneticKitchen_7,MicrowaveElectricKitchen_10,SeatPressureLiving_11,MaindoorMagneticEntrance_12,DoorPIRLiving_13,DoorPIRKitchen_14,DoorPIRBedroom_15
17-Nov-2012 22:41:00,17-Nov-2012 22:41:59,leaveHouse,0.9451388888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:42:00,17-Nov-2012 22:42:59,leaveHouse,0.9458333333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:43:00,17-Nov-2012 22:43:59,leaveHouse,0.9465277777777777,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:44:00,17-Nov-2012 22:44:59,leaveHouse,0.9472222222222222,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:45:00,17-Nov-2012 22:45:59,leaveHouse,0.9479166666666666,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:46:00,17-Nov-2012 22:46:59,leaveHouse,0.9486111111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:47:00,17-Nov-2012 22:47:59,leaveHouse,0.9493055555555555,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:48:00,17-Nov-2012 22:48:59,leaveHouse,0.95,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:49:00,17-Nov-2012 22:49:59,leaveHouse,0.9506944444444444,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:50:00,17-Nov-2012 22:50:59,leaveHouse,0.9513888888888888,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:51:00,17-Nov-2012 22:51:59,leaveHouse,0.9520833333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:52:00,17-Nov-2012 22:52:59,leaveHouse,0.9527777777777777,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:53:00,17-Nov-2012 22:53:59,leaveHouse,0.9534722222222223,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:54:00,17-Nov-2012 22:54:59,leaveHouse,0.9541666666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:55:00,17-Nov-2012 22:55:59,leaveHouse,0.9548611111111112,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:56:00,17-Nov-2012 22:56:59,leaveHouse,0.9555555555555556,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:57:00,17-Nov-2012 22:57:59,leaveHouse,0.95625,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:58:00,17-Nov-2012 22:58:59,leaveHouse,0.9569444444444445,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 22:59:00,17-Nov-2012 22:59:59,leaveHouse,0.9576388888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:00:00,17-Nov-2012 23:00:59,leaveHouse,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:01:00,17-Nov-2012 23:01:59,leaveHouse,0.9590277777777778,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:02:00,17-Nov-2012 23:02:59,leaveHouse,0.9597222222222223,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:03:00,17-Nov-2012 23:03:59,leaveHouse,0.9604166666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:04:00,17-Nov-2012 23:04:59,leaveHouse,0.9611111111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:05:00,17-Nov-2012 23:05:59,leaveHouse,0.9618055555555556,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:06:00,17-Nov-2012 23:06:59,leaveHouse,0.9625,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:07:00,17-Nov-2012 23:07:59,leaveHouse,0.9631944444444445,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:08:00,17-Nov-2012 23:08:59,leaveHouse,0.9638888888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:09:00,17-Nov-2012 23:09:59,leaveHouse,0.9645833333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:10:00,17-Nov-2012 23:10:59,leaveHouse,0.9652777777777778,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:11:00,17-Nov-2012 23:11:59,leaveHouse,0.9659722222222222,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:12:00,17-Nov-2012 23:12:59,leaveHouse,0.9666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:13:00,17-Nov-2012 23:13:59,leaveHouse,0.9673611111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:14:00,17-Nov-2012 23:14:59,leaveHouse,0.9680555555555556,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:15:00,17-Nov-2012 23:15:59,leaveHouse,0.96875,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:16:00,17-Nov-2012 23:16:59,leaveHouse,0.9694444444444444,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:17:00,17-Nov-2012 23:17:59,leaveHouse,0.9701388888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:18:00,17-Nov-2012 23:18:59,leaveHouse,0.9708333333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:19:00,17-Nov-2012 23:19:59,leaveHouse,0.9715277777777778,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:20:00,17-Nov-2012 23:20:59,leaveHouse,0.9722222222222222,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:21:00,17-Nov-2012 23:21:59,leaveHouse,0.9729166666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:22:00,17-Nov-2012 23:22:59,leaveHouse,0.9736111111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:23:00,17-Nov-2012 23:23:59,leaveHouse,0.9743055555555555,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:24:00,17-Nov-2012 23:24:59,leaveHouse,0.975,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:25:00,17-Nov-2012 23:25:59,leaveHouse,0.9756944444444444,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:26:00,17-Nov-2012 23:26:59,leaveHouse,0.9763888888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:27:00,17-Nov-2012 23:27:59,leaveHouse,0.9770833333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:28:00,17-Nov-2012 23:28:59,leaveHouse,0.9777777777777777,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:29:00,17-Nov-2012 23:29:59,leaveHouse,0.9784722222222222,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:30:00,17-Nov-2012 23:30:59,leaveHouse,0.9791666666666666,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:31:00,17-Nov-2012 23:31:59,leaveHouse,0.9798611111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:32:00,17-Nov-2012 23:32:59,leaveHouse,0.9805555555555555,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:33:00,17-Nov-2012 23:33:59,leaveHouse,0.98125,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:34:00,17-Nov-2012 23:34:59,leaveHouse,0.9819444444444444,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:35:00,17-Nov-2012 23:35:59,leaveHouse,0.9826388888888888,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:36:00,17-Nov-2012 23:36:59,leaveHouse,0.9833333333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:37:00,17-Nov-2012 23:37:59,leaveHouse,0.9840277777777777,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:38:00,17-Nov-2012 23:38:59,leaveHouse,0.9847222222222223,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:39:00,17-Nov-2012 23:39:59,leaveHouse,0.9854166666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:40:00,17-Nov-2012 23:40:59,leaveHouse,0.9861111111111112,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:41:00,17-Nov-2012 23:41:59,leaveHouse,0.9868055555555556,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:42:00,17-Nov-2012 23:42:59,leaveHouse,0.9875,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:43:00,17-Nov-2012 23:43:59,leaveHouse,0.9881944444444445,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:44:00,17-Nov-2012 23:44:59,leaveHouse,0.9888888888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:45:00,17-Nov-2012 23:45:59,leaveHouse,0.9895833333333334,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:46:00,17-Nov-2012 23:46:59,leaveHouse,0.9902777777777778,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:47:00,17-Nov-2012 23:47:59,leaveHouse,0.9909722222222223,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:48:00,17-Nov-2012 23:48:59,leaveHouse,0.9916666666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:49:00,17-Nov-2012 23:49:59,leaveHouse,0.9923611111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:50:00,17-Nov-2012 23:50:59,leaveHouse,0.9930555555555556,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:51:00,17-Nov-2012 23:51:59,leaveHouse,0.99375,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:52:00,17-Nov-2012 23:52:59,leaveHouse,0.9944444444444445,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:53:00,17-Nov-2012 23:53:59,leaveHouse,0.9951388888888889,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:54:00,17-Nov-2012 23:54:59,leaveHouse,0.9958333333333333,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:55:00,17-Nov-2012 23:55:59,leaveHouse,0.9965277777777778,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:56:00,17-Nov-2012 23:56:59,leaveHouse,0.9972222222222222,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:57:00,17-Nov-2012 23:57:59,leaveHouse,0.9979166666666667,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:58:00,17-Nov-2012 23:58:59,leaveHouse,0.9986111111111111,0,0,0,0,0,0,0,0,0,0,0,0
17-Nov-2012 23:59:00,17-Nov-2012 23:59:59,leaveHouse,0.9993055555555556,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:00:00,18-Nov-2012 00:00:59,leaveHouse,0.0,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:01:00,18-Nov-2012 00:01:59,leaveHouse,0.0006944444444444445,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:02:00,18-Nov-2012 00:02:59,leaveHouse,0.001388888888888889,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:03:00,18-Nov-2012 00:03:59,leaveHouse,0.0020833333333333333,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:04:00,18-Nov-2012 00:04:59,leaveHouse,0.002777777777777778,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:05:00,18-Nov-2012 00:05:59,leaveHouse,0.003472222222222222,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:06:00,18-Nov-2012 00:06:59,leaveHouse,0.004166666666666667,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:07:00,18-Nov-2012 00:07:59,leaveHouse,0.004861111111111111,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:08:00,18-Nov-2012 00:08:59,leaveHouse,0.005555555555555556,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:09:00,18-Nov-2012 00:09:59,leaveHouse,0.00625,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:10:00,18-Nov-2012 00:10:59,leaveHouse,0.006944444444444444,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:11:00,18-Nov-2012 00:11:59,leaveHouse,0.007638888888888889,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:12:00,18-Nov-2012 00:12:59,leaveHouse,0.008333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:13:00,18-Nov-2012 00:13:59,leaveHouse,0.009027777777777777,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:14:00,18-Nov-2012 00:14:59,leaveHouse,0.009722222222222222,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:15:00,18-Nov-2012 00:15:59,leaveHouse,0.010416666666666666,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:16:00,18-Nov-2012 00:16:59,leaveHouse,0.011111111111111112,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:17:00,18-Nov-2012 00:17:59,leaveHouse,0.011805555555555555,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:18:00,18-Nov-2012 00:18:59,leaveHouse,0.0125,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:19:00,18-Nov-2012 00:19:59,leaveHouse,0.013194444444444444,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:20:00,18-Nov-2012 00:20:59,leaveHouse,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:21:00,18-Nov-2012 00:21:59,leaveHouse,0.014583333333333334,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:22:00,18-Nov-2012 00:22:59,leaveHouse,0.015277777777777777,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:23:00,18-Nov-2012 00:23:59,leaveHouse,0.01597222222222222,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:24:00,18-Nov-2012 00:24:59,leaveHouse,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:25:00,18-Nov-2012 00:25:59,leaveHouse,0.017361111111111112,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:26:00,18-Nov-2012 00:26:59,leaveHouse,0.018055555555555554,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:27:00,18-Nov-2012 00:27:59,leaveHouse,0.01875,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:28:00,18-Nov-2012 00:28:59,leaveHouse,0.019444444444444445,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:29:00,18-Nov-2012 00:29:59,leaveHouse,0.02013888888888889,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:30:00,18-Nov-2012 00:30:59,leaveHouse,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:31:00,18-Nov-2012 00:31:59,leaveHouse,0.021527777777777778,0,0,0,0,0,0,0,0,1,0,0,0
18-Nov-2012 00:32:00,18-Nov-2012 00:32:59,idle,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,1
18-Nov-2012 00:33:00,18-Nov-2012 00:33:59,idle,0.022916666666666665,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:34:00,18-Nov-2012 00:34:59,idle,0.02361111111111111,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:35:00,18-Nov-2012 00:35:59,idle,0.024305555555555556,0,0,0,0,0,0,0,0,0,0,0,1
18-Nov-2012 00:36:00,18-Nov-2012 00:36:59,idle,0.025,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:37:00,18-Nov-2012 00:37:59,idle,0.025694444444444443,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:38:00,18-Nov-2012 00:38:59,idle,0.02638888888888889,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 00:39:00,18-Nov-2012 00:39:59,watchTV,0.027083333333333334,0,0,0,0,0,0,0,0,0,1,0,0
18-Nov-2012 00:40:00,18-Nov-2012 00:40:59,watchTV,0.027777777777777776,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:41:00,18-Nov-2012 00:41:59,watchTV,0.02847222222222222,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:42:00,18-Nov-2012 00:42:59,watchTV,0.029166666666666667,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:43:00,18-Nov-2012 00:43:59,watchTV,0.029861111111111113,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:44:00,18-Nov-2012 00:44:59,watchTV,0.030555555555555555,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:45:00,18-Nov-2012 00:45:59,watchTV,0.03125,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:46:00,18-Nov-2012 00:46:59,watchTV,0.03194444444444444,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:47:00,18-Nov-2012 00:47:59,watchTV,0.03263888888888889,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:48:00,18-Nov-2012 00:48:59,watchTV,0.03333333333333333,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:49:00,18-Nov-2012 00:49:59,watchTV,0.034027777777777775,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:50:00,18-Nov-2012 00:50:59,watchTV,0.034722222222222224,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:51:00,18-Nov-2012 00:51:59,watchTV,0.035416666666666666,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:52:00,18-Nov-2012 00:52:59,watchTV,0.03611111111111111,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:53:00,18-Nov-2012 00:53:59,watchTV,0.03680555555555556,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:54:00,18-Nov-2012 00:54:59,watchTV,0.0375,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:55:00,18-Nov-2012 00:55:59,watchTV,0.03819444444444445,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:56:00,18-Nov-2012 00:56:59,watchTV,0.03888888888888889,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:57:00,18-Nov-2012 00:57:59,watchTV,0.03958333333333333,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:58:00,18-Nov-2012 00:58:59,watchTV,0.04027777777777778,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 00:59:00,18-Nov-2012 00:59:59,watchTV,0.04097222222222222,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:00:00,18-Nov-2012 01:00:59,watchTV,0.041666666666666664,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:01:00,18-Nov-2012 01:01:59,watchTV,0.04236111111111111,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:02:00,18-Nov-2012 01:02:59,watchTV,0.043055555555555555,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:03:00,18-Nov-2012 01:03:59,watchTV,0.04375,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:04:00,18-Nov-2012 01:04:59,watchTV,0.044444444444444446,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:05:00,18-Nov-2012 01:05:59,watchTV,0.04513888888888889,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:06:00,18-Nov-2012 01:06:59,watchTV,0.04583333333333333,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:07:00,18-Nov-2012 01:07:59,watchTV,0.04652777777777778,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:08:00,18-Nov-2012 01:08:59,watchTV,0.04722222222222222,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:09:00,18-Nov-2012 01:09:59,watchTV,0.04791666666666667,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:10:00,18-Nov-2012 01:10:59,watchTV,0.04861111111111111,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:11:00,18-Nov-2012 01:11:59,watchTV,0.049305555555555554,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:12:00,18-Nov-2012 01:12:59,watchTV,0.05,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:13:00,18-Nov-2012 01:13:59,watchTV,0.050694444444444445,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:14:00,18-Nov-2012 01:14:59,watchTV,0.05138888888888889,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:15:00,18-Nov-2012 01:15:59,watchTV,0.052083333333333336,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:16:00,18-Nov-2012 01:16:59,watchTV,0.05277777777777778,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:17:00,18-Nov-2012 01:17:59,watchTV,0.05347222222222222,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:18:00,18-Nov-2012 01:18:59,watchTV,0.05416666666666667,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:19:00,18-Nov-2012 01:19:59,watchTV,0.05486111111111111,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:20:00,18-Nov-2012 01:20:59,watchTV,0.05555555555555555,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:21:00,18-Nov-2012 01:21:59,watchTV,0.05625,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:22:00,18-Nov-2012 01:22:59,watchTV,0.05694444444444444,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:23:00,18-Nov-2012 01:23:59,watchTV,0.05763888888888889,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:24:00,18-Nov-2012 01:24:59,watchTV,0.058333333333333334,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:25:00,18-Nov-2012 01:25:59,watchTV,0.059027777777777776,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:26:00,18-Nov-2012 01:26:59,watchTV,0.059722222222222225,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:27:00,18-Nov-2012 01:27:59,watchTV,0.06041666666666667,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:28:00,18-Nov-2012 01:28:59,watchTV,0.06111111111111111,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:29:00,18-Nov-2012 01:29:59,watchTV,0.06180555555555556,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:30:00,18-Nov-2012 01:30:59,watchTV,0.0625,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:31:00,18-Nov-2012 01:31:59,watchTV,0.06319444444444444,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:32:00,18-Nov-2012 01:32:59,watchTV,0.06388888888888888,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:33:00,18-Nov-2012 01:33:59,watchTV,0.06458333333333334,0,0,0,0,0,0,0,1,0,0,0,0
18-Nov-2012 01:34:00,18-Nov-2012 01:34:59,watchTV,0.06527777777777778,0,0,0,0,0,0,0,0,0,1,0,0
18-Nov-2012 01:35:00,18-Nov-2012 01:35:59,idle,0.06597222222222222,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:36:00,18-Nov-2012 01:36:59,idle,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:37:00,18-Nov-2012 01:37:59,idle,0.06736111111111111,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:38:00,18-Nov-2012 01:38:59,idle,0.06805555555555555,0,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:39:00,18-Nov-2012 01:39:59,goToBed,0.06875,0,0,0,0,0,0,0,0,0,0,0,1
18-Nov-2012 01:40:00,18-Nov-2012 01:40:59,goToBed,0.06944444444444445,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:41:00,18-Nov-2012 01:41:59,goToBed,0.07013888888888889,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:42:00,18-Nov-2012 01:42:59,goToBed,0.07083333333333333,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:43:00,18-Nov-2012 01:43:59,goToBed,0.07152777777777777,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:44:00,18-Nov-2012 01:44:59,goToBed,0.07222222222222222,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:45:00,18-Nov-2012 01:45:59,goToBed,0.07291666666666667,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:46:00,18-Nov-2012 01:46:59,goToBed,0.07361111111111111,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:47:00,18-Nov-2012 01:47:59,goToBed,0.07430555555555556,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:48:00,18-Nov-2012 01:48:59,goToBed,0.075,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:49:00,18-Nov-2012 01:49:59,goToBed,0.07569444444444444,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:50:00,18-Nov-2012 01:50:59,goToBed,0.0763888888888889,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:51:00,18-Nov-2012 01:51:59,goToBed,0.07708333333333334,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:52:00,18-Nov-2012 01:52:59,goToBed,0.07777777777777778,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:53:00,18-Nov-2012 01:53:59,goToBed,0.07847222222222222,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:54:00,18-Nov-2012 01:54:59,goToBed,0.07916666666666666,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:55:00,18-Nov-2012 01:55:59,goToBed,0.0798611111111111,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:56:00,18-Nov-2012 01:56:59,goToBed,0.08055555555555556,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:57:00,18-Nov-2012 01:57:59,goToBed,0.08125,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:58:00,18-Nov-2012 01:58:59,goToBed,0.08194444444444444,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 01:59:00,18-Nov-2012 01:59:59,goToBed,0.08263888888888889,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 02:00:00,18-Nov-2012 02:00:59,goToBed,0.08333333333333333,1,0,0,0,0,0,0,0,0,0,0,0
18-Nov-2012 02:01:00,18-Nov-2012 02:01:59,goToBed,0.08402777777777778,1,0,0,0,0,0,0,0,0,0,0,0
