,start,end,activity,time_of_the_day,BalconyDoor_24,BathroomPIR_19,BedPressureLeft_13,BedPressureRight_12,BedroomDoor_10,BedroomDresser_18,BedroomMovement_16,CutleryDrawer_14,Fridge_3,Frontdoor_7,GroceriesCupboard_5,KitchenPIR_28,KitchenWindow_25,Microwave_27,PianoSeatPressure_20,PlatesCupboard_9,ServerNookSeatPressure_22,SinkFloat_21,StoveLid_15,Toaster_26,ToiletDoor_1,ToiletFlush_6,one_hot_time_of_the_day,repeated_activitiesUnary
1038,25-Jul-2009 10:04:00,25-Jul-2009 10:04:59,goToBed,0.4194444444444445,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1039,25-Jul-2009 10:05:00,25-Jul-2009 10:05:59,goToBed,0.4201388888888889,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1045,25-Jul-2009 10:11:00,25-Jul-2009 10:11:59,goToBed,0.4243055555555556,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1046,25-Jul-2009 10:12:00,25-Jul-2009 10:12:59,goToBed,0.425,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1048,25-Jul-2009 10:14:00,25-Jul-2009 10:14:59,goToBed,0.4263888888888889,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1049,25-Jul-2009 10:15:00,25-Jul-2009 10:15:59,goToBed,0.4270833333333333,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1050,25-Jul-2009 10:16:00,25-Jul-2009 10:16:59,goToBed,0.42777777777777776,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1051,25-Jul-2009 10:17:00,25-Jul-2009 10:17:59,goToBed,0.4284722222222222,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1056,25-Jul-2009 10:22:00,25-Jul-2009 10:22:59,goToBed,0.4319444444444445,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1057,25-Jul-2009 10:23:00,25-Jul-2009 10:23:59,goToBed,0.4326388888888889,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1059,25-Jul-2009 10:25:00,25-Jul-2009 10:25:59,goToBed,0.4340277777777778,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1060,25-Jul-2009 10:26:00,25-Jul-2009 10:26:59,goToBed,0.43472222222222223,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1062,25-Jul-2009 10:28:00,25-Jul-2009 10:28:59,goToBed,0.4361111111111111,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1063,25-Jul-2009 10:29:00,25-Jul-2009 10:29:59,goToBed,0.4368055555555556,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1064,25-Jul-2009 10:30:00,25-Jul-2009 10:30:59,goToBed,0.4375,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1066,25-Jul-2009 10:32:00,25-Jul-2009 10:32:59,goToBed,0.4388888888888889,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1067,25-Jul-2009 10:33:00,25-Jul-2009 10:33:59,goToBed,0.4395833333333333,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1094,25-Jul-2009 11:00:00,25-Jul-2009 11:00:59,goToBed,0.4583333333333333,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1095,25-Jul-2009 11:01:00,25-Jul-2009 11:01:59,goToBed,0.4590277777777778,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1096,25-Jul-2009 11:02:00,25-Jul-2009 11:02:59,goToBed,0.4597222222222222,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1098,25-Jul-2009 11:04:00,25-Jul-2009 11:04:59,goToBed,0.4611111111111112,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1100,25-Jul-2009 11:06:00,25-Jul-2009 11:06:59,goToBed,0.4625,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1101,25-Jul-2009 11:07:00,25-Jul-2009 11:07:59,goToBed,0.4631944444444445,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1102,25-Jul-2009 11:08:00,25-Jul-2009 11:08:59,useToilet,0.4638888888888889,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1103,25-Jul-2009 11:09:00,25-Jul-2009 11:09:59,useToilet,0.4645833333333334,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1106,25-Jul-2009 11:12:00,25-Jul-2009 11:12:59,idle,0.4666666666666667,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1107,25-Jul-2009 11:13:00,25-Jul-2009 11:13:59,prepareBreakfast,0.4673611111111111,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1108,25-Jul-2009 11:14:00,25-Jul-2009 11:14:59,prepareBreakfast,0.4680555555555556,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1109,25-Jul-2009 11:15:00,25-Jul-2009 11:15:59,prepareBreakfast,0.46875,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1110,25-Jul-2009 11:16:00,25-Jul-2009 11:16:59,prepareBreakfast,0.4694444444444445,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1111,25-Jul-2009 11:17:00,25-Jul-2009 11:17:59,prepareBreakfast,0.4701388888888889,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1113,25-Jul-2009 11:19:00,25-Jul-2009 11:19:59,prepareBreakfast,0.4715277777777778,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1114,25-Jul-2009 11:20:00,25-Jul-2009 11:20:59,prepareBreakfast,0.4722222222222222,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1115,25-Jul-2009 11:21:00,25-Jul-2009 11:21:59,prepareBreakfast,0.4729166666666666,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1116,25-Jul-2009 11:22:00,25-Jul-2009 11:22:59,prepareBreakfast,0.4736111111111111,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1118,25-Jul-2009 11:24:00,25-Jul-2009 11:24:59,prepareBreakfast,0.475,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1120,25-Jul-2009 11:26:00,25-Jul-2009 11:26:59,prepareBreakfast,0.4763888888888889,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1122,25-Jul-2009 11:28:00,25-Jul-2009 11:28:59,prepareBreakfast,0.4777777777777778,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1144,25-Jul-2009 11:50:00,25-Jul-2009 11:50:59,eatBreakfast,0.4930555555555556,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1145,25-Jul-2009 11:51:00,25-Jul-2009 11:51:59,useToilet,0.49375,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1146,25-Jul-2009 11:52:00,25-Jul-2009 11:52:59,useToilet,0.4944444444444445,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1147,25-Jul-2009 11:53:00,25-Jul-2009 11:53:59,useToilet,0.4951388888888889,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1148,25-Jul-2009 11:54:00,25-Jul-2009 11:54:59,useToilet,0.4958333333333334,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1152,25-Jul-2009 11:58:00,25-Jul-2009 11:58:59,idle,0.4986111111111111,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1174,25-Jul-2009 12:20:00,25-Jul-2009 12:20:59,idle,0.5138888888888888,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1175,25-Jul-2009 12:21:00,25-Jul-2009 12:21:59,idle,0.5145833333333333,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1177,25-Jul-2009 12:23:00,25-Jul-2009 12:23:59,idle,0.5159722222222223,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1187,25-Jul-2009 12:33:00,25-Jul-2009 12:33:59,idle,0.5229166666666667,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1188,25-Jul-2009 12:34:00,25-Jul-2009 12:34:59,idle,0.5236111111111111,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1190,25-Jul-2009 12:36:00,25-Jul-2009 12:36:59,idle,0.525,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1191,25-Jul-2009 12:37:00,25-Jul-2009 12:37:59,idle,0.5256944444444445,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1200,25-Jul-2009 12:46:00,25-Jul-2009 12:46:59,idle,0.5319444444444444,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1201,25-Jul-2009 12:47:00,25-Jul-2009 12:47:59,idle,0.5326388888888889,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1207,25-Jul-2009 12:53:00,25-Jul-2009 12:53:59,idle,0.5368055555555555,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1208,25-Jul-2009 12:54:00,25-Jul-2009 12:54:59,idle,0.5375,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1216,25-Jul-2009 13:02:00,25-Jul-2009 13:02:59,idle,0.5430555555555555,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1218,25-Jul-2009 13:04:00,25-Jul-2009 13:04:59,takeShower,0.5444444444444444,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1224,25-Jul-2009 13:10:00,25-Jul-2009 13:10:59,takeShower,0.5486111111111112,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1225,25-Jul-2009 13:11:00,25-Jul-2009 13:11:59,takeShower,0.5493055555555556,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1227,25-Jul-2009 13:13:00,25-Jul-2009 13:13:59,takeShower,0.5506944444444445,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1228,25-Jul-2009 13:14:00,25-Jul-2009 13:14:59,getDressed,0.5513888888888889,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1229,25-Jul-2009 13:15:00,25-Jul-2009 13:15:59,brushTeeth,0.5520833333333334,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1230,25-Jul-2009 13:16:00,25-Jul-2009 13:16:59,brushTeeth,0.5527777777777778,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1232,25-Jul-2009 13:18:00,25-Jul-2009 13:18:59,idle,0.5541666666666667,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1233,25-Jul-2009 13:19:00,25-Jul-2009 13:19:59,idle,0.5548611111111111,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1234,25-Jul-2009 13:20:00,25-Jul-2009 13:20:59,idle,0.5555555555555556,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1235,25-Jul-2009 13:21:00,25-Jul-2009 13:21:59,idle,0.55625,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1236,25-Jul-2009 13:22:00,25-Jul-2009 13:22:59,idle,0.5569444444444445,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1240,25-Jul-2009 13:26:00,25-Jul-2009 13:26:59,idle,0.5597222222222222,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1241,25-Jul-2009 13:27:00,25-Jul-2009 13:27:59,idle,0.5604166666666667,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1242,25-Jul-2009 13:28:00,25-Jul-2009 13:28:59,idle,0.5611111111111111,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1243,25-Jul-2009 13:29:00,25-Jul-2009 13:29:59,idle,0.5618055555555556,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1244,25-Jul-2009 13:30:00,25-Jul-2009 13:30:59,idle,0.5625,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1245,25-Jul-2009 13:31:00,25-Jul-2009 13:31:59,idle,0.5631944444444444,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1246,25-Jul-2009 13:32:00,25-Jul-2009 13:32:59,idle,0.5638888888888889,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1247,25-Jul-2009 13:33:00,25-Jul-2009 13:33:59,idle,0.5645833333333333,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1248,25-Jul-2009 13:34:00,25-Jul-2009 13:34:59,idle,0.5652777777777778,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1249,25-Jul-2009 13:35:00,25-Jul-2009 13:35:59,idle,0.5659722222222222,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1250,25-Jul-2009 13:36:00,25-Jul-2009 13:36:59,idle,0.5666666666666667,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1251,25-Jul-2009 13:37:00,25-Jul-2009 13:37:59,idle,0.5673611111111111,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1260,25-Jul-2009 13:46:00,25-Jul-2009 13:46:59,idle,0.5736111111111111,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1261,25-Jul-2009 13:47:00,25-Jul-2009 13:47:59,idle,0.5743055555555555,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1269,25-Jul-2009 13:55:00,25-Jul-2009 13:55:59,idle,0.5798611111111112,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
1270,25-Jul-2009 13:56:00,25-Jul-2009 13:56:59,idle,0.5805555555555556,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1273,25-Jul-2009 13:59:00,25-Jul-2009 13:59:59,idle,0.5826388888888889,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1278,25-Jul-2009 14:04:00,25-Jul-2009 14:04:59,idle,0.5861111111111111,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
1279,25-Jul-2009 14:05:00,25-Jul-2009 14:05:59,idle,0.5868055555555556,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
