start,end,activity,time_of_the_day,BedPressureBedroom_1,BasinPIRBathroom_3,ToiletFlushBathroom_4,ShowerPIRBathroom_5,FridgeMagneticKitchen_6,CupboardMagneticKitchen_7,MicrowaveElectricKitchen_10,SeatPressureLiving_11,MaindoorMagneticEntrance_12,DoorPIRLiving_13,DoorPIRKitchen_14,DoorPIRBedroom_15,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6
14-Nov-2012 10:45:00,14-Nov-2012 10:45:59,prepareBreakfast,0.4479166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 10:46:00,14-Nov-2012 10:46:59,prepareBreakfast,0.4486111111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 10:53:00,14-Nov-2012 10:53:59,prepareBreakfast,0.4534722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 10:54:00,14-Nov-2012 10:54:59,prepareBreakfast,0.4541666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 10:58:00,14-Nov-2012 10:58:59,prepareBreakfast,0.4569444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 10:59:00,14-Nov-2012 10:59:59,prepareBreakfast,0.4576388888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:00:00,14-Nov-2012 11:00:59,prepareBreakfast,0.4583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:01:00,14-Nov-2012 11:01:59,prepareBreakfast,0.4590277777777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:02:00,14-Nov-2012 11:02:59,idle,0.4597222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:05:00,14-Nov-2012 11:05:59,idle,0.4618055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:06:00,14-Nov-2012 11:06:59,idle,0.4625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:07:00,14-Nov-2012 11:07:59,watchTV,0.4631944444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:15:00,14-Nov-2012 11:15:59,watchTV,0.46875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 11:16:00,14-Nov-2012 11:16:59,watchTV,0.4694444444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:17:00,14-Nov-2012 11:17:59,watchTV,0.4701388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:18:00,14-Nov-2012 11:18:59,watchTV,0.4708333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:34:00,14-Nov-2012 11:34:59,watchTV,0.4819444444444445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 11:35:00,14-Nov-2012 11:35:59,watchTV,0.4826388888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:36:00,14-Nov-2012 11:36:59,idle,0.4833333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:44:00,14-Nov-2012 11:44:59,idle,0.4888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 11:45:00,14-Nov-2012 11:45:59,idle,0.4895833333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:46:00,14-Nov-2012 11:46:59,idle,0.4902777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:52:00,14-Nov-2012 11:52:59,grooming,0.4944444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 11:55:00,14-Nov-2012 11:55:59,idle,0.4965277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:58:00,14-Nov-2012 11:58:59,takeShower,0.4986111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 11:59:00,14-Nov-2012 11:59:59,idle,0.4993055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:02:00,14-Nov-2012 12:02:59,grooming,0.5013888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:06:00,14-Nov-2012 12:06:59,grooming,0.5041666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:08:00,14-Nov-2012 12:08:59,grooming,0.5055555555555555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:09:00,14-Nov-2012 12:09:59,idle,0.50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:10:00,14-Nov-2012 12:10:59,idle,0.5069444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:19:00,14-Nov-2012 12:19:59,idle,0.5131944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 12:20:00,14-Nov-2012 12:20:59,idle,0.5138888888888888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:22:00,14-Nov-2012 12:22:59,grooming,0.5152777777777777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:28:00,14-Nov-2012 12:28:59,idle,0.5194444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 12:29:00,14-Nov-2012 12:29:59,watchTV,0.5201388888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:41:00,14-Nov-2012 12:41:59,watchTV,0.5284722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 12:42:00,14-Nov-2012 12:42:59,watchTV,0.5291666666666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:43:00,14-Nov-2012 12:43:59,watchTV,0.5298611111111111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:44:00,14-Nov-2012 12:44:59,watchTV,0.5305555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:45:00,14-Nov-2012 12:45:59,watchTV,0.53125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:51:00,14-Nov-2012 12:51:59,watchTV,0.5354166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 12:52:00,14-Nov-2012 12:52:59,leaveHouse,0.5361111111111111,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:53:00,14-Nov-2012 12:53:59,leaveHouse,0.5368055555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:54:00,14-Nov-2012 12:54:59,leaveHouse,0.5375,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:55:00,14-Nov-2012 12:55:59,idle,0.5381944444444444,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:56:00,14-Nov-2012 12:56:59,idle,0.5388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 12:57:00,14-Nov-2012 12:57:59,leaveHouse,0.5395833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:21:00,14-Nov-2012 14:21:59,leaveHouse,0.5979166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
14-Nov-2012 14:22:00,14-Nov-2012 14:22:59,leaveHouse,0.5986111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:23:00,14-Nov-2012 14:23:59,useToilet,0.5993055555555555,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:24:00,14-Nov-2012 14:24:59,grooming,0.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:25:00,14-Nov-2012 14:25:59,idle,0.6006944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:26:00,14-Nov-2012 14:26:59,idle,0.6013888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:28:00,14-Nov-2012 14:28:59,idle,0.6027777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 14:29:00,14-Nov-2012 14:29:59,leaveHouse,0.6034722222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:48:00,14-Nov-2012 15:48:59,leaveHouse,0.6583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
14-Nov-2012 15:49:00,14-Nov-2012 15:49:59,leaveHouse,0.6590277777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:50:00,14-Nov-2012 15:50:59,idle,0.6597222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:53:00,14-Nov-2012 15:53:59,idle,0.6618055555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:54:00,14-Nov-2012 15:54:59,idle,0.6625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:57:00,14-Nov-2012 15:57:59,idle,0.6645833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 15:58:00,14-Nov-2012 15:58:59,watchTV,0.6652777777777777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 19:47:00,14-Nov-2012 19:47:59,watchTV,0.8243055555555555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
14-Nov-2012 19:48:00,14-Nov-2012 19:48:59,watchTV,0.825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 19:52:00,14-Nov-2012 19:52:59,idle,0.8277777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 19:54:00,14-Nov-2012 19:54:59,idle,0.8291666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 19:56:00,14-Nov-2012 19:56:59,idle,0.8305555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 19:59:00,14-Nov-2012 19:59:59,idle,0.8326388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 20:00:00,14-Nov-2012 20:00:59,idle,0.8333333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 20:01:00,14-Nov-2012 20:01:59,idle,0.8340277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 20:02:00,14-Nov-2012 20:02:59,idle,0.8347222222222223,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 20:09:00,14-Nov-2012 20:09:59,idle,0.8395833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
14-Nov-2012 20:10:00,14-Nov-2012 20:10:59,idle,0.8402777777777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 20:11:00,14-Nov-2012 20:11:59,watchTV,0.8409722222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:04:00,14-Nov-2012 21:04:59,watchTV,0.8777777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
14-Nov-2012 21:06:00,14-Nov-2012 21:06:59,watchTV,0.8791666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:36:00,14-Nov-2012 21:36:59,watchTV,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
14-Nov-2012 21:37:00,14-Nov-2012 21:37:59,prepareDinner,0.9006944444444445,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:39:00,14-Nov-2012 21:39:59,prepareDinner,0.9020833333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:41:00,14-Nov-2012 21:41:59,prepareDinner,0.9034722222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:42:00,14-Nov-2012 21:42:59,prepareDinner,0.9041666666666668,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:43:00,14-Nov-2012 21:43:59,prepareDinner,0.9048611111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:44:00,14-Nov-2012 21:44:59,prepareDinner,0.9055555555555556,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:45:00,14-Nov-2012 21:45:59,prepareDinner,0.90625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:46:00,14-Nov-2012 21:46:59,prepareDinner,0.9069444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 21:47:00,14-Nov-2012 21:47:59,prepareDinner,0.9076388888888888,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 22:13:00,14-Nov-2012 22:13:59,watchTV,0.9256944444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
14-Nov-2012 22:14:00,14-Nov-2012 22:14:59,getSnack,0.9263888888888888,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 22:16:00,14-Nov-2012 22:16:59,getSnack,0.9277777777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 22:17:00,14-Nov-2012 22:17:59,getSnack,0.9284722222222224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 22:18:00,14-Nov-2012 22:18:59,watchTV,0.9291666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14-Nov-2012 23:05:00,14-Nov-2012 23:05:59,watchTV,0.9618055555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
14-Nov-2012 23:06:00,14-Nov-2012 23:06:59,watchTV,0.9625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14-Nov-2012 23:07:00,14-Nov-2012 23:07:59,idle,0.9631944444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14-Nov-2012 23:10:00,14-Nov-2012 23:10:59,idle,0.9652777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14-Nov-2012 23:11:00,14-Nov-2012 23:11:59,idle,0.9659722222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14-Nov-2012 23:12:00,14-Nov-2012 23:12:59,watchTV,0.9666666666666668,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15-Nov-2012 00:05:00,15-Nov-2012 00:05:59,watchTV,0.003472222222222222,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15-Nov-2012 00:06:00,15-Nov-2012 00:06:59,watchTV,0.0041666666666666675,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15-Nov-2012 00:07:00,15-Nov-2012 00:07:59,grooming,0.004861111111111111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15-Nov-2012 00:08:00,15-Nov-2012 00:08:59,idle,0.005555555555555557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15-Nov-2012 00:09:00,15-Nov-2012 00:09:59,useToilet,0.00625,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
